"👉 Train 데이터셋: 총 4281개 이미지 중 4280개 정답, 1개 오답 (정확도: 0.9998)"
[Train 1] 예측: '테이블·체어'(🔮) / 실제: '테이블·체어'(🎯) -> 정답 🟢
[Train 2] 예측: '냉·난방용품'(🔮) / 실제: '냉·난방용품'(🎯) -> 정답 🟢
[Train 3] 예측: '텐트·타프'(🔮) / 실제: '텐트·타프'(🎯) -> 정답 🟢
[Train 4] 예측: '화로대·버너'(🔮) / 실제: '화로대·버너'(🎯) -> 정답 🟢
[Train 5] 예측: '공구·액세서리'(🔮) / 실제: '공구·액세서리'(🎯) -> 정답 🟢
[Train 6] 예측: '식기·주방'(🔮) / 실제: '식기·주방'(🎯) -> 정답 🟢
[Train 7] 예측: '전기·전자기기'(🔮) / 실제: '전기·전자기기'(🎯) -> 정답 🟢
[Train 8] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 9] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 10] 예측: '화로대·버너'(🔮) / 실제: '화로대·버너'(🎯) -> 정답 🟢
[Train 11] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 12] 예측: '식기·주방'(🔮) / 실제: '식기·주방'(🎯) -> 정답 🟢
[Train 13] 예측: '냉·난방용품'(🔮) / 실제: '냉·난방용품'(🎯) -> 정답 🟢
[Train 14] 예측: '공구·액세서리'(🔮) / 실제: '공구·액세서리'(🎯) -> 정답 🟢
[Train 15] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 16] 예측: '전기·전자기기'(🔮) / 실제: '전기·전자기기'(🎯) -> 정답 🟢
[Train 17] 예측: '냉·난방용품'(🔮) / 실제: '냉·난방용품'(🎯) -> 정답 🟢
[Train 18] 예측: '테이블·체어'(🔮) / 실제: '테이블·체어'(🎯) -> 정답 🟢
[Train 19] 예측: '가방·박스·웨건'(🔮) / 실제: '가방·박스·웨건'(🎯) -> 정답 🟢
[Train 20] 예측: '화로대·버너'(🔮) / 실제: '화로대·버너'(🎯) -> 정답 🟢
[Train 21] 예측: '화로대·버너'(🔮) / 실제: '화로대·버너'(🎯) -> 정답 🟢
[Train 22] 예측: '전기·전자기기'(🔮) / 실제: '전기·전자기기'(🎯) -> 정답 🟢
[Train 23] 예측: '화로대·버너'(🔮) / 실제: '화로대·버너'(🎯) -> 정답 🟢
[Train 24] 예측: '가방·박스·웨건'(🔮) / 실제: '가방·박스·웨건'(🎯) -> 정답 🟢
[Train 25] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 26] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 27] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 28] 예측: '화로대·버너'(🔮) / 실제: '화로대·버너'(🎯) -> 정답 🟢
[Train 29] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 30] 예측: '텐트·타프'(🔮) / 실제: '텐트·타프'(🎯) -> 정답 🟢
[Train 31] 예측: '가방·박스·웨건'(🔮) / 실제: '가방·박스·웨건'(🎯) -> 정답 🟢
[Train 32] 예측: '텐트·타프'(🔮) / 실제: '텐트·타프'(🎯) -> 정답 🟢
[Train 33] 예측: '전기·전자기기'(🔮) / 실제: '전기·전자기기'(🎯) -> 정답 🟢
[Train 34] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 35] 예측: '공구·액세서리'(🔮) / 실제: '공구·액세서리'(🎯) -> 정답 🟢
[Train 36] 예측: '매트·침낭'(🔮) / 실제: '매트·침낭'(🎯) -> 정답 🟢
[Train 37] 예측: '가방·박스·웨건'(🔮) / 실제: '가방·박스·웨건'(🎯) -> 정답 🟢
